Player,Shirt_Number,Player_Nation,Player_Position,Player_Age,Minutes_Played,Goals,Assists,Penalty_Kick_Scored,Penalty_Kick_Attempted,Shots,Shots_On_Targer,Yellow_Cards,Red_Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Completed,Passes_Attempted,Pass_Completion_Percentage,Progresive_Passes,Carries,Progresive_Carries,Dribbles_Attempted,Dribbles_Succesful,Passes_Completed,Passes_Attempted,Pass_Completion_Percentage,Total_Passing_Distance,Progressive_Passing_Distacne,Short_Passes_Completed,Short_Passes_Attempted,Short_Pass_Completion_Percentage,Medium_Passes_Completed,Medium_Passes_Attempted,Medium_Pass_Completion_Percentage,Long_Passes_Completed,Long_Passes_Attempted,Long_Pass_Completion_Percentage,Assists,xAG,xA,KP,Final_Third,PPA,CrsPA,PrgP,Passes_Attempted,Live,Dead,FK,TB,Sw,Crosses,TI,CK,Crs_In,Crs_Out,Crs_Str,Passes_Completed,Passes_Off,Passes_Blocked,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Drib_Tkl,Drib_Chl,Tkl%,Lost,Blocks,Sh_Blocks,Pass_Blocked,Int ,Tkl_Int,Clr,Err,Touches,Def_Pen_Touches,Def_3rd_Touches,Mid_3rd_Touches,Att_3rd_Touches,Att_Pen_Touches,Live_touches,Takeons,Succ_Takeons,Succ_Takeons_%,Takeons_Tkl,Takenone_Tkl_%,Carries,TotDist,PrgDist,PrgC,Final_Third_Carries,Penalty_Carries,MisControls,Disp,Pass_Rec,Pass_Rec_Prg,Yellow_Cards,Red_Cards,2CrdY,Fls,Fld,Off,Crosses,Int,TklW,PKWin,PkCon,OG,Recov,Awon,Alost,Awon_%,Team,Opponenet,Home/Away
Axel Tuanzebe,40,COD,RB,26-277,73,0,0,0,0,1,0,0,0,39,3,1,1,0.1,0.1,0.0,0,0,23,27,85.2,1,13,0,0,0,23,27,85.2,346,158,15,15,100.0,7,11,63.6,1,1,100.0,0,0.0,0.0,0,2,0,0,1,27,23,4,1,0,1,0,3,0,0,0,0,23,0,0,3,2,3,0,0,1,3,33.3,2,1,0,1,1,4,1,0,39,8,24,14,1,1,39,0,0,,0,,13,53,21,0,0,0,1,0,19,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,3,0.0,Ipswich Town,Liverpool,Home
Ben Johnson,18,ENG,"RB,RW",24-206,34,0,0,0,0,0,0,0,0,19,4,1,0,0.0,0.0,0.0,0,0,9,12,75.0,0,6,0,1,0,9,12,75.0,124,73,5,7,71.4,4,5,80.0,0,0,,0,0.0,0.0,0,0,0,0,0,12,9,3,0,0,0,0,3,0,0,0,0,9,0,0,4,2,4,0,0,2,3,66.7,1,0,0,0,1,5,1,0,19,3,14,3,3,0,19,1,0,0.0,1,100.0,6,15,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,50.0,Ipswich Town,Liverpool,Home
Conor Chaplin,10,ENG,AM,27-183,64,0,0,0,0,0,0,0,0,28,2,0,2,0.0,0.0,0.0,1,0,16,23,69.6,2,16,0,0,0,16,23,69.6,263,108,7,9,77.8,5,5,100.0,2,3,66.7,0,0.0,0.0,0,1,1,0,2,23,20,3,1,0,0,0,0,0,0,0,0,16,0,1,2,2,2,0,0,1,1,100.0,0,2,0,2,0,2,0,0,28,0,10,12,6,1,28,0,0,,0,,16,26,9,0,0,0,0,0,20,1,0,0,0,0,2,0,0,0,2,0,0,0,2,0,3,0.0,Ipswich Town,Liverpool,Home
Jack Taylor,14,IRL,DM,26-055,26,0,0,0,0,1,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,15,19,78.9,3,13,0,0,0,15,19,78.9,293,82,4,4,100.0,10,12,83.3,1,1,100.0,0,0.0,0.0,0,2,0,0,3,19,19,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,23,7,11,7,5,0,23,0,0,,0,,13,85,56,0,0,0,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Ipswich Town,Liverpool,Home
Jacob Greaves,24,ENG,CB,23-340,90,0,0,0,0,2,1,0,0,45,0,2,2,0.1,0.1,0.0,0,0,25,30,83.3,2,17,0,0,0,25,30,83.3,481,204,8,10,80.0,15,17,88.2,2,3,66.7,0,0.0,0.0,0,1,0,0,2,30,30,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,,0,2,1,1,2,2,8,0,45,15,23,15,7,2,45,0,0,,0,,17,59,18,0,0,0,0,0,27,1,0,0,0,0,3,0,0,2,0,0,0,0,2,3,2,60.0,Ipswich Town,Liverpool,Home
Leif Davis,3,ENG,LB,24-218,90,0,0,0,0,0,0,0,0,50,4,0,0,0.0,0.0,0.0,3,0,29,41,70.7,2,20,5,0,0,29,41,70.7,454,178,18,20,90.0,10,13,76.9,1,5,20.0,0,0.0,0.0,0,3,0,0,2,41,27,13,5,0,0,5,6,2,0,1,0,29,1,1,4,2,4,0,0,2,3,66.7,1,0,0,0,0,4,4,0,50,7,15,19,17,0,50,0,0,,0,,20,225,78,5,1,0,2,0,22,3,0,0,0,2,1,1,5,0,2,0,0,0,2,0,0,,Ipswich Town,Liverpool,Home
Liam Delap,19,ENG,FW,21-191,73,0,0,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.2,1,0,6,12,50.0,0,14,2,0,0,6,12,50.0,101,51,2,2,100.0,2,5,40.0,1,2,50.0,0,0.2,0.0,2,1,0,0,0,12,12,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,18,4,5,5,8,3,18,0,0,,0,,14,134,50,2,2,3,2,2,15,2,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2,33.3,Ipswich Town,Liverpool,Home
Luke Woolfenden,6,ENG,CB,25-301,90,0,0,0,0,0,0,1,0,73,0,4,5,0.0,0.0,0.0,0,0,48,55,87.3,2,35,0,0,0,48,55,87.3,828,286,21,21,100.0,25,27,92.6,2,5,40.0,0,0.0,0.0,0,2,0,0,2,55,49,4,3,0,0,0,1,0,0,0,0,48,2,0,0,0,0,0,0,0,0,,0,5,2,3,4,4,7,0,73,29,46,26,1,1,73,0,0,,0,,35,131,56,0,0,0,0,0,38,0,1,0,0,1,0,0,0,4,0,0,0,0,3,1,1,50.0,Ipswich Town,Liverpool,Home
Marcus Harness,11,ENG,AM,28-175,26,0,0,0,0,0,0,0,0,16,0,0,1,0.0,0.0,0.0,2,0,9,14,64.3,2,9,0,1,0,9,14,64.3,81,23,8,9,88.9,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,2,0,2,14,14,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,3,0.0,3,1,1,0,0,0,0,0,16,3,5,2,9,2,16,1,0,0.0,1,100.0,9,49,14,0,0,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,,Ipswich Town,Liverpool,Home
Massimo Luongo,25,AUS,DM,31-327,64,0,0,0,0,0,0,0,0,26,2,0,2,0.0,0.0,0.0,0,0,16,19,84.2,3,13,0,0,0,16,19,84.2,260,75,6,7,85.7,6,7,85.7,2,3,66.7,0,0.0,0.0,0,1,0,0,3,19,18,1,1,0,0,0,0,0,0,0,0,16,0,0,2,1,2,0,0,2,2,100.0,0,2,1,1,0,2,1,0,26,4,11,9,6,0,26,0,0,,0,,13,60,5,0,0,0,1,0,16,1,0,0,0,1,1,0,0,0,1,0,0,0,4,1,0,100.0,Ipswich Town,Liverpool,Home
Omari Hutchinson,20,ENG,"LW,RW",20-292,90,0,0,0,0,3,1,1,0,29,0,0,1,0.3,0.3,0.0,2,0,10,20,50.0,1,23,7,6,3,10,20,50.0,150,17,5,5,100.0,3,7,42.9,1,2,50.0,0,0.0,0.0,0,1,1,0,1,20,18,1,0,0,0,1,0,0,0,0,0,10,1,4,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,29,1,8,10,12,3,29,6,3,50.0,1,16.7,23,239,169,7,2,2,1,0,21,3,1,0,0,1,4,0,1,0,0,0,0,0,6,0,3,0.0,Ipswich Town,Liverpool,Home
Sam Morsy,5,EGY,DM,32-342,90,0,0,0,0,0,0,0,0,55,5,0,0,0.0,0.0,0.1,1,0,37,47,78.7,1,27,0,0,0,37,47,78.7,602,198,18,20,90.0,15,17,88.2,3,5,60.0,0,0.1,0.1,1,4,0,0,1,47,43,3,3,0,0,1,0,0,0,0,0,37,1,2,5,1,2,2,1,3,4,75.0,1,0,0,0,0,5,1,0,55,3,20,26,9,1,55,0,0,,0,,27,101,42,0,0,0,1,1,33,2,0,0,0,0,2,0,1,0,1,0,0,0,4,1,1,50.0,Ipswich Town,Liverpool,Home
Sammie Szmodics,23,IRL,LW,28-328,17,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.0,1,0,4,4,100.0,2,9,1,1,0,4,4,100.0,78,37,2,2,100.0,0,0,,1,1,100.0,0,0.0,0.0,1,1,1,0,2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,8,0,2,3,3,0,8,1,0,0.0,1,100.0,9,58,23,1,0,0,2,0,7,2,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,,Ipswich Town,Liverpool,Home
Wes Burns,7,WAL,RW,29-268,56,0,0,0,0,0,0,1,0,20,0,0,1,0.0,0.0,0.0,1,0,9,15,60.0,0,12,1,1,0,9,15,60.0,148,12,2,4,50.0,2,3,66.7,2,3,66.7,0,0.0,0.0,0,0,0,0,0,15,14,1,0,0,0,1,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,20,1,3,7,10,1,20,1,0,0.0,1,100.0,12,34,8,1,2,0,1,1,15,4,1,0,0,2,1,0,1,0,0,0,0,0,3,1,1,50.0,Ipswich Town,Liverpool,Home
Alexis Mac Allister,10,ARG,DM,25-237,90,0,0,0,0,2,0,0,0,66,0,0,3,0.1,0.1,0.0,3,0,42,50,84.0,7,34,0,7,1,42,50,84.0,741,254,18,20,90.0,18,20,90.0,4,4,100.0,0,0.0,0.1,0,5,1,0,7,50,49,1,1,1,1,1,0,0,0,0,0,42,0,2,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,1,0,66,1,12,31,24,2,66,7,1,14.3,6,85.7,34,66,36,0,0,0,1,0,41,0,0,0,0,1,2,0,1,0,0,0,0,0,6,2,1,66.7,Liverpool,Ipswich Town,Away
Andrew Robertson,26,SCO,LB,30-159,78,0,0,0,0,0,0,0,0,87,1,1,0,0.0,0.0,0.2,2,0,61,79,77.2,3,38,1,1,0,61,79,77.2,970,265,27,29,93.1,33,36,91.7,1,12,8.3,0,0.2,0.1,1,2,1,0,3,79,58,21,3,0,0,11,12,6,5,0,0,61,0,2,1,0,1,0,0,0,0,,0,0,0,0,1,2,2,0,87,6,43,18,26,2,87,1,0,0.0,1,100.0,38,124,60,1,1,1,1,0,51,2,0,0,0,1,0,0,11,1,0,0,0,0,5,0,1,0.0,Liverpool,Ipswich Town,Away
Cody Gakpo,18,NED,FW,25-102,12,0,0,0,0,0,0,1,0,11,0,0,0,0.0,0.0,0.0,0,0,7,10,70.0,0,5,1,0,0,7,10,70.0,67,5,6,7,85.7,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,10,10,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,11,1,1,6,4,3,11,0,0,,0,,5,21,15,1,0,1,0,0,9,5,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,,Liverpool,Ipswich Town,Away
Conor Bradley,84,NIR,RB,21-039,14,0,0,0,0,2,1,0,0,31,0,0,0,0.2,0.2,0.0,1,0,22,25,88.0,1,16,1,1,1,22,25,88.0,274,82,16,17,94.1,5,7,71.4,0,0,,0,0.0,0.0,0,0,0,0,1,25,20,5,2,0,0,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,31,1,9,13,10,3,31,1,1,100.0,0,0.0,16,84,49,1,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Liverpool,Ipswich Town,Away
Diogo Jota,20,POR,FW,27-257,78,1,0,0,0,3,1,0,0,27,1,1,0,0.9,0.9,0.0,1,0,9,15,60.0,2,16,2,2,1,9,15,60.0,185,48,5,9,55.6,2,2,100.0,2,2,100.0,0,0.0,0.0,0,2,1,0,2,15,15,0,0,0,1,1,0,0,0,0,0,9,0,2,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,1,0,27,1,1,9,18,10,27,2,1,50.0,1,50.0,16,98,47,2,2,2,1,4,17,7,0,0,0,0,1,0,1,1,0,0,0,0,3,3,2,60.0,Liverpool,Ipswich Town,Away
Dominik Szoboszlai,8,HUN,AM,23-297,90,0,0,0,0,3,0,0,0,59,1,0,1,0.2,0.2,0.4,4,0,44,50,88.0,6,33,4,1,1,44,50,88.0,698,120,26,28,92.9,15,17,88.2,3,4,75.0,0,0.4,0.2,3,3,2,0,6,50,46,4,0,2,1,2,2,1,1,0,0,44,0,0,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0,59,1,9,28,23,4,59,1,1,100.0,0,0.0,33,168,105,4,1,0,2,0,42,3,0,0,0,2,1,0,2,0,0,0,0,0,4,1,2,33.3,Liverpool,Ipswich Town,Away
Ibrahima Konaté,5,FRA,CB,25-084,45,0,0,0,0,0,0,0,0,35,0,1,1,0.0,0.0,0.0,0,0,28,30,93.3,0,22,0,1,1,28,30,93.3,461,150,11,11,100.0,17,17,100.0,0,2,0.0,0,0.0,0.0,0,1,0,0,0,30,28,2,2,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,,0,1,1,0,1,1,2,0,35,5,21,14,0,0,35,1,1,100.0,0,0.0,22,95,56,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,75.0,Liverpool,Ipswich Town,Away
Jarell Quansah,78,ENG,CB,21-201,45,0,0,0,0,0,0,0,0,35,2,1,1,0.0,0.0,0.0,0,0,25,28,89.3,0,16,0,0,0,25,28,89.3,457,168,8,9,88.9,15,16,93.8,2,3,66.7,0,0.0,0.0,0,0,0,0,0,28,27,1,1,0,0,0,0,0,0,0,0,25,0,0,2,2,1,1,0,0,0,,0,1,1,0,1,3,3,0,35,11,27,7,1,0,35,0,0,,0,,16,47,12,0,0,0,0,0,22,0,0,0,0,2,0,0,0,1,2,0,0,0,0,2,2,50.0,Liverpool,Ipswich Town,Away
Kostas Tsimikas,21,GRE,LB,28-097,12,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.0,1,0,12,13,92.3,5,9,1,0,0,12,13,92.3,198,104,6,6,100.0,4,4,100.0,1,2,50.0,0,0.0,0.0,0,1,1,0,5,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,14,1,1,9,4,0,14,0,0,,0,,9,66,52,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Liverpool,Ipswich Town,Away
Luis Díaz,7,COL,LW,27-217,90,0,0,0,0,3,0,0,0,44,1,0,1,0.5,0.5,0.3,7,0,31,36,86.1,2,28,9,5,5,31,36,86.1,441,99,18,19,94.7,6,9,66.7,4,4,100.0,0,0.3,0.4,3,2,2,0,2,36,34,2,0,0,0,0,2,0,0,0,0,31,0,0,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0,44,1,4,12,29,9,44,5,5,100.0,0,0.0,28,297,195,9,4,6,1,4,34,10,0,0,0,3,0,0,0,0,1,0,0,0,6,2,1,66.7,Liverpool,Ipswich Town,Away
Mohamed Salah,11,EGY,RW,32-063,90,1,1,0,0,4,3,0,0,44,0,0,0,0.7,0.7,0.5,3,1,25,34,73.5,1,26,2,2,0,25,34,73.5,425,39,14,18,77.8,7,10,70.0,4,4,100.0,1,0.5,0.2,2,1,0,0,1,34,34,0,0,0,0,1,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,44,1,3,15,26,10,44,2,0,0.0,2,100.0,26,178,23,2,1,2,2,1,38,11,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,,Liverpool,Ipswich Town,Away
Ryan Gravenberch,38,NED,DM,22-093,90,0,0,0,0,0,0,0,0,68,3,0,3,0.0,0.0,0.0,1,1,51,59,86.4,5,40,2,2,1,51,59,86.4,792,263,26,30,86.7,20,21,95.2,3,5,60.0,0,0.0,0.4,0,6,1,0,5,59,59,0,0,2,0,0,0,0,0,0,0,51,0,1,3,1,0,0,3,2,2,100.0,0,3,0,3,0,3,0,0,68,3,23,31,16,0,68,2,1,50.0,1,50.0,40,184,110,2,3,0,0,0,50,0,0,0,0,5,1,0,0,0,1,0,0,0,2,1,0,100.0,Liverpool,Ipswich Town,Away
Trent Alexander-Arnold,66,ENG,RB,25-315,76,0,0,0,0,1,0,0,0,58,0,0,3,0.1,0.1,0.7,4,1,38,54,70.4,5,33,2,1,0,38,54,70.4,754,340,16,19,84.2,13,16,81.3,8,18,44.4,0,0.7,1.0,3,4,1,1,5,54,44,10,3,1,0,4,4,3,2,1,0,38,0,1,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,1,0,58,2,21,21,16,1,58,1,0,0.0,0,0.0,33,183,117,2,0,0,0,0,38,0,0,0,0,0,2,0,4,0,0,0,0,0,7,0,0,,Liverpool,Ipswich Town,Away
Virgil van Dijk,4,NED,CB,33-040,90,0,0,0,0,0,0,0,0,89,0,1,0,0.0,0.0,0.0,1,1,81,86,94.2,2,54,0,0,0,81,86,94.2,1405,616,41,43,95.3,31,33,93.9,7,8,87.5,0,0.0,0.0,0,7,0,0,2,86,82,4,1,0,1,0,1,0,0,0,0,81,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,1,89,13,50,36,3,2,89,0,0,,0,,54,181,49,0,0,0,0,0,74,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,75.0,Liverpool,Ipswich Town,Away
Alexander Isak,14,SWE,FW,24-331,90,0,1,0,0,0,0,0,0,19,1,1,1,0.0,0.0,0.2,2,2,8,10,80.0,1,6,0,1,0,8,10,80.0,99,36,5,6,83.3,2,2,100.0,0,0,,1,0.2,0.1,1,0,0,0,1,10,9,1,0,0,0,0,0,0,0,0,0,8,0,1,1,1,0,1,0,0,0,,0,1,0,1,1,2,3,0,19,3,5,8,8,2,19,1,0,0.0,0,0.0,6,35,27,0,0,0,2,1,9,2,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,,Newcastle Utd,Southampton,Home
Anthony Gordon,10,ENG,LW,23-175,69,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,2,0,11,18,61.1,2,11,4,2,1,11,18,61.1,108,32,8,8,100.0,2,5,40.0,0,3,0.0,0,0.0,0.0,1,0,1,0,2,18,14,4,1,0,0,3,1,2,2,0,0,11,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,0,4,7,13,1,24,2,1,50.0,1,50.0,11,105,68,4,2,0,1,0,13,4,0,0,0,0,4,0,3,0,0,0,0,0,3,0,1,0.0,Newcastle Utd,Southampton,Home
Bruno Guimarães,39,BRA,CM,26-275,90,0,0,0,0,0,0,0,0,42,6,1,4,0.0,0.0,0.0,0,0,18,28,64.3,1,17,0,0,0,18,28,64.3,295,172,11,13,84.6,5,6,83.3,2,9,22.2,0,0.0,0.0,0,2,1,0,1,28,21,7,7,0,0,3,0,0,0,0,0,18,0,0,6,4,4,1,1,1,1,100.0,0,4,1,3,1,7,3,0,42,7,16,20,7,0,42,0,0,,0,,17,77,34,0,1,0,0,3,18,0,0,0,0,2,6,0,3,1,4,0,0,0,4,0,0,,Newcastle Utd,Southampton,Home
Dan Burn,33,ENG,CB,32-100,90,0,0,0,0,0,0,1,0,30,0,0,1,0.0,0.0,0.0,0,0,13,18,72.2,0,11,0,0,0,13,18,72.2,250,99,5,7,71.4,6,7,85.7,1,3,33.3,0,0.0,0.0,0,0,0,0,0,18,17,1,1,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,10,0,30,9,23,7,1,0,30,0,0,,0,,11,50,23,0,0,0,1,0,10,0,1,0,0,3,0,0,0,0,0,0,0,0,4,1,2,33.3,Newcastle Utd,Southampton,Home
Emil Krafth,17,SWE,CB,30-015,61,0,0,0,0,0,0,0,0,12,0,0,2,0.0,0.0,0.0,0,0,2,3,66.7,0,0,0,0,0,2,3,66.7,22,0,2,2,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,2,2,0,0,0,6,0,12,8,9,1,2,2,12,0,0,,0,,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,Newcastle Utd,Southampton,Home
Fabian Schär,5,SUI,CB,32-241,27,0,0,0,0,1,0,0,1,13,0,0,0,0.0,0.0,0.0,0,0,9,11,81.8,1,6,0,0,0,9,11,81.8,161,63,5,6,83.3,3,3,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,1,11,10,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,13,1,5,5,3,1,13,0,0,,0,,6,17,2,0,0,0,0,0,9,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,Newcastle Utd,Southampton,Home
Harvey Barnes,11,ENG,LW,26-252,21,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,1,0,1,2,50.0,14,7,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,2,1,2,0,5,1,0,0.0,1,100.0,2,20,0,0,1,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Newcastle Utd,Southampton,Home
Jacob Murphy,23,ENG,RW,29-175,29,0,0,0,0,0,0,0,0,12,3,0,0,0.0,0.0,0.0,1,0,6,7,85.7,3,6,0,1,0,6,7,85.7,98,42,3,3,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0,1,1,0,3,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,1,2,0,3,3,100.0,0,0,0,0,0,3,0,0,12,0,2,7,4,0,12,1,0,0.0,1,100.0,6,36,31,0,1,0,1,0,5,0,0,0,0,1,1,0,0,0,3,0,0,0,3,0,0,,Newcastle Utd,Southampton,Home
Joelinton,7,BRA,LM,28-003,90,1,0,0,0,2,1,0,0,34,1,1,4,0.2,0.2,0.0,0,0,10,17,58.8,2,13,1,1,0,10,17,58.8,112,33,8,10,80.0,2,4,50.0,0,1,0.0,0,0.0,0.0,0,1,1,0,2,17,16,0,0,0,0,0,0,0,0,0,0,10,1,0,1,1,0,1,0,0,1,0.0,1,4,2,2,1,2,6,0,34,12,14,12,8,3,34,1,0,0.0,1,100.0,13,67,19,1,0,0,2,0,20,0,0,0,0,4,3,0,0,1,1,0,0,0,3,4,1,80.0,Newcastle Utd,Southampton,Home
Lewis Hall,20,ENG,LB,19-344,69,0,0,0,0,0,0,1,0,38,0,1,4,0.0,0.0,0.0,1,0,17,30,56.7,3,13,2,1,0,17,30,56.7,238,122,10,16,62.5,4,8,50.0,1,3,33.3,0,0.0,0.0,1,0,0,0,3,30,22,8,2,0,0,5,5,1,1,0,0,17,0,1,0,0,0,0,0,0,3,0.0,3,4,2,2,1,1,4,0,38,5,15,13,10,1,38,1,0,0.0,1,100.0,13,92,59,2,0,1,1,1,15,1,1,0,0,2,0,0,5,1,0,0,0,0,2,0,0,,Newcastle Utd,Southampton,Home
Lloyd Kelly,25,ENG,LB,25-316,21,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,0,1,2,50.0,11,7,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,5,3,4,1,0,0,5,0,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Newcastle Utd,Southampton,Home
Sean Longstaff,36,ENG,RM,26-292,90,0,0,0,0,0,0,0,0,22,3,0,2,0.0,0.0,0.0,0,0,11,15,73.3,2,5,0,0,0,11,15,73.3,145,42,6,8,75.0,5,6,83.3,0,0,,0,0.0,0.0,0,0,0,0,2,15,15,0,0,0,0,0,0,0,0,0,0,11,0,2,3,3,1,2,0,1,2,50.0,1,2,0,2,0,3,1,0,22,4,7,9,6,2,22,0,0,,0,,5,27,4,0,1,0,0,1,10,3,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0.0,Newcastle Utd,Southampton,Home
Valentino Livramento,21,ENG,RB,21-279,90,0,0,0,0,0,0,0,0,34,2,0,5,0.0,0.0,0.0,0,0,11,20,55.0,0,8,1,0,0,11,20,55.0,178,77,7,12,58.3,3,5,60.0,1,3,33.3,0,0.0,0.0,0,0,0,0,0,20,14,6,1,0,0,1,5,0,0,0,0,11,0,1,2,2,2,0,0,2,3,66.7,1,5,2,3,0,2,3,0,34,8,17,10,8,0,34,0,0,,0,,8,42,13,1,0,0,0,1,9,2,0,0,0,0,1,0,1,0,2,0,0,0,3,1,3,25.0,Newcastle Utd,Southampton,Home
Adam Armstrong,9,ENG,FW,27-189,90,0,0,0,0,5,1,0,0,33,2,0,0,0.7,0.7,0.1,2,0,20,25,80.0,2,26,4,0,0,20,25,80.0,282,21,14,15,93.3,4,4,100.0,1,2,50.0,0,0.1,0.1,1,3,0,0,2,25,23,2,0,0,1,1,1,0,0,0,0,20,0,3,2,0,0,1,1,0,0,,0,0,0,0,0,2,0,0,33,0,1,12,20,6,33,0,0,,0,,26,140,76,4,1,1,1,2,27,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Southampton,Newcastle Utd,Away
Ben Brereton,17,CHI,FW,25-121,69,0,0,0,0,2,0,1,0,32,1,0,0,0.3,0.3,0.1,1,0,20,26,76.9,0,18,1,1,0,20,26,76.9,229,29,12,13,92.3,7,11,63.6,0,0,,0,0.1,0.0,1,1,0,0,0,26,26,0,0,0,0,1,0,0,0,0,0,20,0,1,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0,32,1,2,13,18,4,32,1,0,0.0,1,100.0,18,140,37,1,3,0,0,1,23,6,1,0,0,0,1,1,1,0,1,0,0,0,5,3,0,100.0,Southampton,Newcastle Utd,Away
Cameron Archer,19,ENG,FW,23-027,21,0,0,0,0,2,1,0,0,7,0,0,0,0.2,0.2,0.0,0,0,2,4,50.0,0,4,1,0,0,2,4,50.0,19,0,2,2,100.0,0,2,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,0,0,2,5,3,7,0,0,,0,,4,13,8,1,0,1,1,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Southampton,Newcastle Utd,Away
